Region,Platform,Station,Alias,ShortName,Grab,Year,HasTHC,HasPAH,HasNPD,INDEX,MET,SSU_ID,COI_ID,18S,COI,Extract,Extract conc,Type,Plate18S,PlateCOI,18S_N,COI_N,Grabs,THC,PAH,NPD,As,Ba,Cd,Cr,Cu,Hg,Ni,Pb,Zn,Acenaften,Acenaftylen,Antracen,Benz(a)antracen,Benzo(a)pyren,Benzo(bjk)fluoranten,Benzo(ghi)perylen,C1-alkyldibenzotiofener,C1-alkylfenantrener/antracener,C1-alkylnaftalener,C2-alkyldibenzotiofener,C2-alkylfenantrener/antracener,C2-alkylnaftalener,C3-alkyldibenzotiofener,C3-alkylfenantrener/antracener,C3-alkylnaftalener,Chrysen,Dibenz(ah)antracen,Dibenzotiofen,Fenantren,Fluoranten,Fluoren,Indeno(1.2.3-c.d)pyren,Naftalen,Pyren,Grus,Sand,Pelite,Kornstorrelse,Kurtosis,Skewness,Sorting,TOC,MorphoS,MorphoH,ES100,ISI,Individtetthet,MorphoJ,NQI1,NSI,Depth,Distance,UTM31E,UTM31N,WGS84E,WGS84N,Comment
II,IA,D22,NA,D22.3.2018,3,2018,Y,Y,Y,Y,Y,S334S-D22,S430C-D22,TRUE,TRUE,486-488,3.82,S,4,5,58,58,3,7,0.03,0.00,2.1,51,0.02,6.6,1.1,0.00,3.0,4.6,7,0.00000,0.00000,0.00000,0.00100,0.00300,0.007,0.001,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.0020,0.0000,0.0000,0.0030,0.0030,0.0000,0.0000,0.0020,0.0020,NA,NA,NA,NA,NA,NA,NA,NA,116,4.40,30.00,10.70,1877,NA,0.84,26.80,112,319,453554,6531993,2.192,58.923,
II,IA,D23,NA,D23.1.2018,1,2018,Y,N,N,Y,Y,S335S-D23,S431C-D23,TRUE,TRUE,489-491,3.85,S,4,5,59,59,3,9,NA,NA,1.8,35,0.01,7.3,1.2,0.00,3.3,4.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.95,0.05,3.47,1.22,-0.20,0.46,0.30,112,4.91,33.80,10.80,1517,NA,0.81,25.70,114,1200,453569,6532996,2.192,58.932,
II,IA,D23,NA,D23.2.2018,2,2018,Y,N,N,Y,Y,S336S-D23,S432C-D23,TRUE,TRUE,492-494,4.01,S,4,5,60,60,3,7,NA,NA,1.8,26,0.02,5.9,1.0,0.00,2.7,4.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,4.91,33.80,10.80,1517,NA,0.81,25.70,114,1200,453569,6532996,2.192,58.932,
II,IA,D23,NA,D23.3.2018,3,2018,Y,N,N,Y,Y,S337S-D23,S433C-D23,TRUE,TRUE,495-497,4.37,S,4,5,61,61,3,9,NA,NA,1.9,37,0.02,7.4,1.3,0.00,3.3,4.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,4.91,33.80,10.80,1517,NA,0.81,25.70,114,1200,453569,6532996,2.192,58.932,
II,IA,D27,NA,D27.1.2018,1,2018,Y,N,N,Y,Y,S338S-D27,S434C-D27,TRUE,TRUE,498-500,2.53,S,4,5,62,62,3,8,NA,NA,1.8,45,0.02,7.2,1.2,0.00,3.1,4.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.95,0.04,3.49,0.84,-0.06,0.36,0.32,92,4.43,30.00,10.80,1296,NA,0.81,25.60,113,1000,454776,6531515,2.213,58.919,
II,IA,D27,NA,D27.2.2018,2,2018,Y,N,N,Y,Y,S339S-D27,S435C-D27,TRUE,TRUE,501-503,4.65,S,4,5,63,63,3,7,NA,NA,2.7,46,0.01,6.8,1.0,0.00,2.9,4.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,4.43,30.00,10.80,1296,NA,0.81,25.60,113,1000,454776,6531515,2.213,58.919,
II,IA,D27,NA,D27.3.2018,3,2018,Y,N,N,Y,Y,S340S-D27,S436C-D27,TRUE,TRUE,504-506,4.67,S,4,5,64,64,3,7,NA,NA,2.3,47,0.02,7.1,1.1,0.00,3.0,4.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,4.43,30.00,10.80,1296,NA,0.81,25.60,113,1000,454776,6531515,2.213,58.919,
II,IA,D28,NA,D28.1.2018,1,2018,Y,N,N,Y,Y,S341S-D28,S437C-D28,TRUE,TRUE,507-509,3.99,S,4,5,65,65,3,10,NA,NA,1.8,500,0.02,6.1,1.5,0.00,2.9,4.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.93,0.07,3.50,1.61,0.19,0.53,0.28,110,4.71,32.60,10.50,1488,NA,0.82,25.00,113,260,453868,6531578,2.197,58.919,
II,IA,D28,NA,D28.2.2018,2,2018,Y,N,N,Y,Y,S342S-D28,S438C-D28,TRUE,TRUE,510-512,4.98,S,4,5,66,66,3,34,NA,NA,2.0,360,0.02,5.9,1.4,0.00,2.8,4.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,4.71,32.60,10.50,1488,NA,0.82,25.00,113,260,453868,6531578,2.197,58.919,
II,IA,D28,NA,D28.3.2018,3,2018,Y,N,N,Y,Y,S343S-D28,S439C-D28,TRUE,TRUE,513-515,4.15,S,4,5,67,67,3,22,NA,NA,1.8,390,0.02,6.0,1.3,0.00,2.7,4.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,4.71,32.60,10.50,1488,NA,0.82,25.00,113,260,453868,6531578,2.197,58.919,
II,IA,D29,NA,D29.1.2018,1,2018,Y,N,N,Y,Y,S344S-D29,S440C-D29,TRUE,TRUE,516-518,3.35,S,4,5,68,68,3,7,NA,NA,1.8,31,0.01,5.9,1.0,0.00,2.7,4.3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.96,0.04,3.48,0.95,-0.11,0.38,0.27,93,4.58,30.80,10.50,1426,NA,0.81,26.10,111,250,453577,6531789,2.192,58.921,
II,IA,D29,NA,D29.2.2018,2,2018,Y,N,N,Y,Y,S345S-D29,S441C-D29,TRUE,TRUE,519-521,3.86,S,4,5,69,69,3,7,NA,NA,1.8,31,0.02,5.7,0.9,0.00,2.5,4.1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,4.58,30.80,10.50,1426,NA,0.81,26.10,111,250,453577,6531789,2.192,58.921,
II,IA,D29,NA,D29.3.2018,3,2018,Y,N,N,Y,Y,S346S-D29,S442C-D29,TRUE,TRUE,522-524,2.90,S,4,5,70,70,3,7,NA,NA,1.7,34,0.02,6.4,1.1,0.00,2.8,4.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,4.58,30.80,10.50,1426,NA,0.81,26.10,111,250,453577,6531789,2.192,58.921,
II,IA,D30,NA,D30.1.2018,1,2018,Y,N,N,Y,Y,S350S-D30,S446C-D30,TRUE,TRUE,534-536,3.53,S,4,5,74,74,3,9,NA,NA,2.0,36,0.02,6.1,1.1,0.00,2.9,4.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.94,0.06,3.49,1.55,0.11,0.52,0.37,109,4.24,29.30,10.90,1600,NA,0.85,27.30,111,500,453330,6531754,2.188,58.921,
II,IA,D30,NA,D30.2.2018,2,2018,Y,N,N,Y,Y,S351S-D30,S447C-D30,TRUE,TRUE,537-539,3.22,S,4,5,75,75,3,8,NA,NA,2.0,38,0.02,6.4,1.1,0.00,3.0,5.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,4.24,29.30,10.90,1600,NA,0.85,27.30,111,500,453330,6531754,2.188,58.921,
II,IA,D30,NA,D30.3.2018,3,2018,Y,N,N,Y,Y,S353S-D30,S449C-D30,TRUE,TRUE,543-545,2.45,S,4,5,77,77,3,7,NA,NA,2.0,23,0.03,6.1,1.1,0.00,3.0,4.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,4.24,29.30,10.90,1600,NA,0.85,27.30,111,500,453330,6531754,2.188,58.921,
II,IA,D31,NA,D31.1.2018,1,2018,Y,Y,Y,Y,Y,S354S-D31,S450C-D31,TRUE,TRUE,546-548,4.60,S,4,5,78,78,3,9,0.03,0.00,2.2,38,0.01,6.1,1.1,0.00,2.8,4.3,7,0.00000,0.00000,0.00000,0.00200,0.00400,0.009,0.001,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.0030,0.0000,0.0000,0.0030,0.0040,0.0000,0.0010,0.0020,0.0020,0.00,0.95,0.05,3.48,1.05,-0.09,0.41,0.30,122,4.17,28.10,10.90,2272,NA,0.84,27.10,112,500,453614,6532277,2.193,58.926,
II,IA,D31,NA,D31.2.2018,2,2018,Y,Y,Y,Y,Y,S355S-D31,S451C-D31,TRUE,TRUE,549-551,4.66,S,4,5,79,79,3,9,0.06,0.01,2.1,43,0.02,7.4,1.2,0.00,3.4,4.7,8,0.00000,0.00000,0.00000,0.00500,0.00600,0.013,0.002,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.0070,0.0010,0.0000,0.0040,0.0100,0.0010,0.0010,0.0020,0.0060,NA,NA,NA,NA,NA,NA,NA,NA,122,4.17,28.10,10.90,2272,NA,0.84,27.10,112,500,453614,6532277,2.193,58.926,
II,IA,D31,NA,D31.3.2018,3,2018,Y,Y,Y,Y,Y,S356S-D31,S452C-D31,TRUE,TRUE,552-554,4.04,S,4,5,80,80,3,9,0.03,0.00,1.9,37,0.02,6.3,1.1,0.00,2.9,4.4,7,0.00000,0.00000,0.00000,0.00100,0.00300,0.009,0.001,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.0030,0.0000,0.0000,0.0030,0.0040,0.0000,0.0010,0.0020,0.0020,NA,NA,NA,NA,NA,NA,NA,NA,122,4.17,28.10,10.90,2272,NA,0.84,27.10,112,500,453614,6532277,2.193,58.926,
II,IA,DP32,D32,DP32.1.2018,1,2018,Y,N,N,Y,Y,S366S-DP32,S462C-DP32,TRUE,TRUE,582-584,4.53,S,4,5,90,90,3,7,NA,NA,1.4,150,0.02,6.1,1.2,0.00,2.8,4.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.95,0.05,3.49,0.94,-0.11,0.38,0.29,108,4.34,28.60,10.50,2345,NA,0.83,26.40,108,280,454063,6531747,2.201,58.921,
II,IA,DP32,D32,DP32.2.2018,2,2018,Y,N,N,Y,Y,S367S-DP32,S463C-DP32,TRUE,TRUE,585-587,5.22,S,4,5,91,91,3,9,NA,NA,2.0,120,0.02,5.4,1.3,0.00,2.6,3.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,4.34,28.60,10.50,2345,NA,0.83,26.40,108,280,454063,6531747,2.201,58.921,
II,IA,DP32,D32,DP32.3.2018,3,2018,Y,N,N,Y,Y,S368S-DP32,S464C-DP32,TRUE,TRUE,588-590,5.25,S,4,5,92,92,3,9,NA,NA,2.0,130,0.02,6.7,1.2,0.00,2.9,4.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,4.34,28.60,10.50,2345,NA,0.83,26.40,108,280,454063,6531747,2.201,58.921,
II,IA,D33,NA,D33.1.2018,1,2018,Y,N,N,Y,Y,S357S-D33,S453C-D33,TRUE,TRUE,555-557,3.84,S,4,5,81,81,3,7,NA,NA,1.7,26,0.02,6.1,1.1,0.00,2.9,4.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.95,0.05,3.47,1.21,-0.20,0.45,0.28,85,4.52,30.30,11.00,1090,NA,0.81,25.70,155,2000,4534092,6533780,2.189,58.939,
II,IA,D33,NA,D33.2.2018,2,2018,Y,N,N,Y,Y,S358S-D33,S454C-D33,TRUE,TRUE,558-560,3.21,S,4,5,82,82,3,7,NA,NA,2.1,23,0.01,5.6,0.9,0.00,2.5,4.0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,4.52,30.30,11.00,1090,NA,0.81,25.70,155,2000,4534092,6533780,2.189,58.939,
II,IA,D33,NA,D33.3.2018,3,2018,Y,N,N,Y,Y,S359S-D33,S455C-D33,TRUE,TRUE,561-563,4.11,S,4,5,83,83,3,7,NA,NA,2.1,31,0.01,7.1,1.2,0.00,3.1,4.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,4.52,30.30,11.00,1090,NA,0.81,25.70,155,2000,4534092,6533780,2.189,58.939,
II,IA,D35,NA,D35.1.2018,1,2018,Y,N,N,Y,Y,S360S-D35,S456C-D35,TRUE,TRUE,564-566,4.45,S,4,5,84,84,3,8,NA,NA,2.3,110,0.01,6.9,1.1,0.00,2.9,4.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.96,0.04,3.49,0.79,-0.03,0.34,0.25,81,4.82,33.80,10.50,894,NA,0.80,25.10,114,250,453950,6532041,2.199,58.924,
II,IA,D35,NA,D35.2.2018,2,2018,Y,N,N,Y,Y,S361S-D35,S457C-D35,TRUE,TRUE,567-569,4.14,S,4,5,85,85,3,8,NA,NA,1.8,76,0.01,5.5,0.9,0.00,2.4,3.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,4.82,33.80,10.50,894,NA,0.80,25.10,114,250,453950,6532041,2.199,58.924,
II,IA,D35,NA,D35.3.2018,3,2018,Y,N,N,Y,Y,S362S-D35,S458C-D35,TRUE,TRUE,570-572,4.06,S,4,5,86,86,3,8,NA,NA,1.8,92,0.01,5.6,0.9,0.00,2.3,3.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,4.82,33.80,10.50,894,NA,0.80,25.10,114,250,453950,6532041,2.199,58.924,
II,REG2,R213,NA,R213.1.2018,1,2018,Y,Y,Y,Y,Y,S504S-R213,S600C-R213,TRUE,TRUE,702-704,3.46,S,6,7,36,36,3,1,0.08,0.01,1.6,47,0.02,6.2,1.4,0.01,NA,4.1,7,0.00000,0.00000,0.00000,0.00300,0.00400,0.012,0.014,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.020,0.0040,0.0020,0.0000,0.0030,0.0060,0.0000,0.0120,0.0020,0.0030,0.00,0.94,0.06,3.26,1.20,-0.34,1.02,0.39,140,4.85,35.06,10.91,2398,NA,0.82,24.51,119,NA,466619,6540249,2.417,58.999,Tilhører Ivar Aasen.
II,REG2,R213,NA,R213.2.2018,2,2018,Y,Y,Y,Y,Y,S505S-R213,S601C-R213,TRUE,TRUE,705-707,3.28,S,6,7,37,37,3,1,0.08,0.01,1.6,47,0.02,6.2,1.4,0.01,NA,4.1,7,0.00000,0.00000,0.00000,0.00500,0.00700,0.014,0.160,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.010,0.0060,0.0020,0.0000,0.0040,0.0100,0.0000,0.0130,0.0020,0.0060,NA,NA,NA,NA,NA,NA,NA,NA,140,4.85,35.06,10.91,2398,NA,0.82,24.51,119,NA,466619,6540249,2.417,58.999,Tilhører Ivar Aasen.
II,REG2,R213,NA,R213.3.2018,3,2018,Y,Y,Y,Y,Y,S506S-R213,S602C-R213,TRUE,TRUE,708-710,4.42,S,6,7,38,38,3,1,0.08,0.01,1.6,47,0.02,6.2,1.4,0.01,NA,4.1,7,0.00000,0.00000,0.00200,0.00300,0.00600,0.014,0.170,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.010,0.0050,0.0020,0.0000,0.0030,0.0070,0.0000,0.0150,0.0020,0.0040,NA,NA,NA,NA,NA,NA,NA,NA,140,4.85,35.06,10.91,2398,NA,0.82,24.51,119,NA,466619,6540249,2.417,58.999,Tilhører Ivar Aasen.
II,REG2,R218,NA,R218.1.2018,1,2018,Y,Y,Y,Y,Y,S507S-R218,S603C-R218,TRUE,TRUE,711-713,4.77,S,6,7,39,39,3,1,0.04,0.00,1.6,46,0.02,6.0,1.0,0.00,NA,3.6,6,0.00000,0.00000,0.00000,0.00200,0.00300,0.007,0.008,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.0030,0.0000,0.0000,0.0020,0.0040,0.0000,0.0070,0.0000,0.0020,0.01,0.93,0.05,3.37,2.14,-0.42,0.92,0.35,85,5.10,41.00,11.00,395,NA,0.81,24.00,106,NA,430394,6484057,1.804,58.490,Tilhører Gina Krog/sentral subregion.
II,REG2,R218,NA,R218.2.2018,2,2018,Y,Y,Y,Y,Y,S508S-R218,S604C-R218,TRUE,TRUE,714-716,5.75,S,6,7,40,40,3,1,0.04,0.00,1.6,46,0.02,6.0,1.0,0.00,NA,3.6,6,0.00000,0.00000,0.00000,0.00200,0.00300,0.006,0.007,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.0020,0.0000,0.0000,0.0020,0.0030,0.0000,0.0060,0.0000,0.0020,NA,NA,NA,NA,NA,NA,NA,NA,85,5.10,41.00,11.00,395,NA,0.81,24.00,106,NA,430394,6484057,1.804,58.490,Tilhører Gina Krog/sentral subregion.
II,REG2,R218,NA,R218.3.2018,3,2018,Y,Y,Y,Y,Y,S509S-R218,S605C-R218,TRUE,TRUE,717-719,5.56,S,6,7,41,41,3,1,0.04,0.00,1.6,46,0.02,6.0,1.0,0.00,NA,3.6,6,0.00000,0.00000,0.00000,0.00200,0.00300,0.006,0.007,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.000,0.0030,0.0000,0.0000,0.0020,0.0040,0.0000,0.0060,0.0000,0.0020,NA,NA,NA,NA,NA,NA,NA,NA,85,5.10,41.00,11.00,395,NA,0.81,24.00,106,NA,430394,6484057,1.804,58.490,Tilhører Gina Krog/sentral subregion.
II,REG2,R220,NA,R220.1.2018,1,2018,Y,Y,Y,Y,Y,S183SR220,S269C-R220,TRUE,TRUE,308-310,8.76,S,2,3,87,89,3,1,0.08,0.03,2.2,87,0.02,6.7,1.8,0.01,4.0,4.2,9,0.00000,0.00000,0.00000,0.00400,0.00600,0.020,0.016,0.000,0,0,0.0000,0.010,0.000,0.000,0.000,0.020,0.0050,0.0030,0.0000,0.0040,0.0060,0.0000,0.0140,0.0020,0.0030,0.03,0.90,0.07,3.36,2.81,-0.43,1.35,0.42,157,4.73,31.91,10.42,2948,NA,0.83,24.38,128,NA,469297,6554935,2.462,59.131,
II,REG2,R220,NA,R220.2.2018,2,2018,Y,Y,Y,Y,Y,S184SR220,S270C-R220,TRUE,TRUE,311-313,4.73,S,2,3,88,90,3,1,0.08,0.06,1.9,75,0.02,6.4,1.8,0.00,3.9,4.1,8,0.00000,0.00000,0.00000,0.00400,0.00600,0.019,0.015,0.000,0,0,0.0000,0.020,0.010,0.000,0.000,0.030,0.0060,0.0020,0.0000,0.0050,0.0060,0.0000,0.0110,0.0020,0.0040,NA,NA,NA,NA,NA,NA,NA,NA,157,4.73,31.91,10.42,2948,NA,0.83,24.38,128,NA,469297,6554935,2.462,59.131,
II,REG2,R220,NA,R220.3.2018,3,2018,Y,Y,Y,Y,Y,S185SR220,S271C-R220,TRUE,TRUE,314-316,5.08,S,2,3,89,91,3,1,0.09,0.03,2.5,60,0.03,8.0,2.6,0.01,5.4,4.3,11,0.00000,0.00000,0.00000,0.00400,0.00500,0.019,0.016,0.000,0,0,0.0000,0.010,0.000,0.000,0.000,0.020,0.0050,0.0030,0.0000,0.0050,0.0080,0.0000,0.0140,0.0020,0.0050,NA,NA,NA,NA,NA,NA,NA,NA,157,4.73,31.91,10.42,2948,NA,0.83,24.38,128,NA,469297,6554935,2.462,59.131,
II,RIN,RIN34,RIN-Ekstra,RIN34.1.2018,1,2019,Y,Y,Y,Y,Y,S166SRIN34,S252C-RIN34,TRUE,TRUE,257-259,7.04,S,2,3,70,72,3,24000,0.92,13.00,8.4,140,0.29,27.0,34.0,0.02,25.0,8.5,52,0.05400,0.05200,0.01300,0.01700,0.01200,0.020,0.050,0.230,1.5,0.24,0.8700,2.100,0.640,3.200,0.840,3.200,0.1100,0.0180,0.0500,0.2400,0.0360,0.1700,0.0150,0.0770,0.0430,0.09,0.85,0.06,3.04,1.50,-0.53,1.84,1.59,54,2.97,14.00,8.00,2200,NA,0.67,17.00,125,420,468246,6570107,2.443,59.269,
II,RIN,RIN34,RIN-Ekstra,RIN34.2.2018,2,2019,Y,Y,Y,Y,Y,S167SRIN34,S253C-RIN34,TRUE,TRUE,260-262,10.34,S,2,3,71,73,3,1200,0.25,2.90,5.9,600,0.16,15.0,14.0,0.01,10.0,6.7,24,0.00800,0.00400,0.00300,0.01100,0.00400,0.000,0.025,0.030,0.18,0.13,0.1800,0.380,0.100,0.890,0.330,0.660,0.0390,0.0160,0.0000,0.0380,0.0250,0.0180,0.0080,0.0280,0.0420,NA,NA,NA,NA,NA,NA,NA,NA,54,2.97,14.00,8.00,2200,NA,0.67,17.00,125,420,468246,6570107,2.443,59.269,
II,RIN,RIN34,RIN-Ekstra,RIN34.3.2018,3,2019,N,N,N,Y,Y,S168SRIN34,S254C-RIN34,TRUE,TRUE,263-265,15.43,S,2,3,72,74,3,NA,NA,NA,4.5,910,0.15,14.0,10.0,0.01,9.2,3.8,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2.97,14.00,8.00,2200,NA,0.67,17.00,125,420,468246,6570107,2.443,59.269,
II,RIN,RIN35,RinEx-3,RIN35.1.2018,1,2019,Y,Y,Y,Y,Y,S169SRIN35,S255C-RIN35,TRUE,TRUE,266-268,6.14,S,2,3,73,75,3,570,0.38,3.00,5.1,1200,0.10,18.0,13.0,0.01,12.0,6.7,26,0.00900,0.00700,0.00600,0.01600,0.01000,0.019,0.048,0.030,0.13,0.14,0.1600,0.360,0.200,0.430,0.240,1.100,0.0480,0.0180,0.0000,0.0520,0.0340,0.0280,0.0340,0.0280,0.0280,0.00,0.91,0.09,3.32,1.83,-0.08,1.08,0.46,86,3.27,19.00,10.00,4511,NA,0.71,20.00,125,435,468217,6570078,2.441,59.267,
II,RIN,RIN35,RinEx-3,RIN35.2.2018,2,2019,Y,Y,Y,Y,Y,S170SRIN35,S256C-RIN35,TRUE,TRUE,269-271,9.10,S,2,3,74,76,3,1200,0.33,4.00,4.7,1200,0.08,16.0,11.0,0.01,11.0,6.7,23,0.00900,0.00800,0.00400,0.01200,0.00700,0.009,0.041,0.030,0.11,0.14,0.2400,0.380,0.420,0.910,0.270,1.400,0.0410,0.0180,0.0000,0.0470,0.0310,0.0260,0.0270,0.0230,0.0270,NA,NA,NA,NA,NA,NA,NA,NA,86,3.27,19.00,10.00,4511,NA,0.71,20.00,125,435,468217,6570078,2.441,59.267,
II,RIN,RIN35,RinEx-3,RIN35.3.2018,3,2019,N,N,N,Y,Y,S171SRIN35,S257C-RIN35,TRUE,TRUE,272-274,8.39,S,2,3,75,77,3,NA,NA,NA,5.5,1200,0.07,19.0,12.0,0.01,12.0,7.3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,3.27,19.00,10.00,4511,NA,0.71,20.00,125,435,468217,6570078,2.441,59.267,
II,RIN,RIN36,RinEx-4,RIN36.1.2018,1,2019,Y,Y,Y,N,Y,S172SRIN36,S258C-RIN36,TRUE,TRUE,275-277,4.70,S,2,3,76,78,1,2500,3.50,78.00,6.9,700,0.07,16.0,10.0,0.02,12.0,7.4,33,0.11000,0.11000,0.07200,0.08000,0.00500,0.000,0.013,1.200,7.3,0.26,3.6000,14.000,4.100,7.800,4.200,34.000,0.4300,0.0130,0.2300,1.8000,0.1100,0.4200,0.0000,0.0410,0.2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,125,502,468217,6570135,2.441,59.267,Rin36 korn+TOC mangler (sjekket råfiler)
II,RIN,RIN37,RinEx-5,RIN37.1.2018,1,2019,Y,Y,Y,Y,Y,S173SRIN37,S259C-RIN37,TRUE,TRUE,278-280,7.28,S,2,3,77,79,1,79000,2.50,39.00,13.0,39,0.22,47.0,58.0,0.06,41.0,12.0,89,0.04500,0.01300,0.02500,0.05900,0.01900,0.018,0.029,1.400,3.8,0.19,3.5000,7.600,0.880,14.000,2.200,4.600,0.3600,0.0120,0.3100,1.3000,0.0660,0.4200,0.0000,0.0270,0.1300,0.24,0.63,0.13,-0.21,1.42,0.56,2.37,5.93,14,1.59,12.00,9.00,136,NA,0.43,11.00,125,484,468173,6570154,2.440,59.267,Kun kjemi fra to hugg
